WKT,Fire_Station_ID_Hazus,Facility_Name,Address,City,ZIP_Code,Contact_Person,Telephone_Number,Year_Facility_was_Built,Facility_Replacement_Cost_Thousands,Comment,GlobalID,Shape_X,Shape_Y
"POINT (-86.864250522982 39.6427395662441)",CO775514,Greencastle Fire Dept,107 S Indiana St,Greencastle,46135-1649, , ,,618,CountyApproved,{727A0085-1C76-454A-8D66-6E13EE130602},-86.864250522982,39.6427395662441
"POINT (-86.8647205127502 39.6444395704133)",CO775512,Vanbibber Lake Volunteer Fire,7004 Van Bibber Lake Estates,Greencastle,46135-1550, , ,,618,CountyApproved,{2BB90792-7978-435C-8F2A-73464BE701A6},-86.8647205127502,39.6444395704133
"POINT (-86.9256005599751 39.6432493838917)",CO775517,Madison Township Volunteer,4271 W County Road 125 S,Greencastle,46135-8301, , ,,618,CountyApproved,{2A5B52AD-725C-4BF3-8360-46DD4C6BDA09},-86.9256005599751,39.6432493838917
"POINT (-86.8160696886161 41.7526802153606)",IN000379,Old Fire Station,501 El Portal Dr,Michigan City,46360-1921, , ,,618, ,{43903935-28DA-4004-A92B-A632A1FE1FDA},-86.8160696886161,41.7526802153606
"POINT (-86.009175148411 39.7781109739913)",IN000380,Warren Twp Fire Dept,501 N Post Rd # D,Indianapolis,46219-5561, , ,,618, ,{B2B5782D-11C1-4650-9726-F5B0760EECC7},-86.009175148411,39.7781109739913
"POINT (-86.8160696884842 41.7526302144892)",IN000384,Michiana Shores Fire Dept,505 El Portal Dr,Michigan City,46360-1921, , ,,618, ,{D4CE996A-790B-4EF4-A16F-C1855861A3D0},-86.8160696884842,41.7526302144892
"POINT (-86.2205960247951 40.134239402333)",IN000386,Sheridan Fire Dept,506 S Main St,Sheridan,46069-1337, , ,,618, ,{B0EE7A4E-ACD6-40E8-8062-305E0DF7617E},-86.2205960247951,40.134239402333
"POINT (-85.1666057275976 40.883549454203)",IN000387,Ossian Fire Dept,507 N Jefferson St,Ossian,46777-9763, , ,,618, ,{767DCAC0-03CB-44DB-B8E8-CAE18726B9D1},-85.1666057275976,40.883549454203
"POINT (-86.2628471571261 40.947296396994)",IN000388,Fulton Fire Dept,507 N State Road 25,Fulton,46931-0000, , ,,618, ,{CD891F48-5AB7-43D2-A422-3D5B111846E8},-86.2628471571261,40.947296396994
"POINT (-86.0146757169161 40.1758200948625)",IN000390,Jackson Township Fire Dept,508 W Main St,Arcadia,46030-0000, , ,,618, ,{97BC61DD-B5AA-48DF-8DA0-ECB043FB310F},-86.0146757169161,40.1758200948625
"POINT (-86.7043107983046 39.5723195441934)",CO775519,Jeffersonville Twp Fire Department,8097 E CR 600 S,Cloverdale,46120, , ,,618,CountyApproved,{59D5579B-9D64-43B5-803E-10AB4C356659},-86.7043107983046,39.5723195441934
"POINT (-86.0291292101753 41.7471499221343)",IN000396,Cleveland Twp Fire Dept,51233 County Road 5,Elkhart,46514-8773, , ,,618, ,{0811E0CE-3EA0-4ABA-9CF9-3B61F9306D23},-86.0291292101753,41.7471499221343
"POINT (-86.3821986220371 39.697920233834)",IN000398,Washington Twp Fire Dept,520 Clarks Creek Rd,Plainfield,46168-0000, , ,,618, ,{BE26BD89-2815-4513-B0C9-0A24383A7A93},-86.3821986220371,39.697920233834
"POINT (-86.2493291931546 39.2700686723034)",IN000399,Fruitdale Fire Dept,5200 N State Road 135,Morgantown,46160-8913, , ,,618, ,{03AD586E-90C8-4D74-A33D-81B641290D08},-86.2493291931546,39.2700686723034
"POINT (-86.9638711813256 39.5493490927116)",CO775520,Reelsville Washington Twp Volunteer Fire,7748 S CR 625 W,Reelsville,46171, , ,,618,CountyApproved,{5F5999D4-B895-40BE-A274-A52E51DBDFDF},-86.9638711813256,39.5493490927116
"POINT (-86.9619592305267 39.8317392137548)",CO775521,Russellville,11683 N CR 650 West,Russellville,46175, , ,,618,CountyApproved,{B78CCBEF-43E2-4A07-AC2A-979109FEB6DA},-86.9619592305267,39.8317392137548
"POINT (-86.7272800043259 39.7130302347962)",CO775522,Flyod Township,6901 E CR 380 North,Fillmore,46128, , ,,618,CountyApproved,{8851FD62-D130-40B1-BD84-AC38EF19B07C},-86.7272800043259,39.7130302347962
"POINT (-86.8859410134805 39.566919277825)",CO775524,Putnamville Correctional Facility Fire D,1946 W Hwy 40,Greencastle,46135, , ,,618,CountyApproved,{272A3839-22CA-41CF-B308-4F683484DD30},-86.8859410134805,39.566919277825
"POINT (-86.1254764857741 40.4288188308659)",IN000404,Taylor Township Fire Dept,5314 Flint Way,Kokomo,46902-5400, , ,,618, ,{B38F51DB-E4FB-49FB-822F-F8F75B6E9998},-86.1254764857741,40.4288188308659
"POINT (-86.2693673824343 39.6863702588943)",IN000406,Decatur Twp Volunteer Fire,5410 S High School Rd # 300,Indianapolis,46221-4044, , ,,618, ,{5FC44211-D207-4A10-8AFB-A1307C3357D3},-86.2693673824343,39.6863702588943
"POINT (-85.2133161465888 41.0600995727493)",IN000407,Southwest Allen County Fire,5420 S Bend Dr,Fort Wayne,46804-3041, , ,,618, ,{0506F665-CAAC-41A1-8CD6-9C88AFD1EEEF},-85.2133161465888,41.0600995727493
"POINT (-85.9193185207168 39.2002603968199)",IN000408,Bartholomew County Fire Dept,543 2nd St,Columbus,47201-6713, , ,,618, ,{80D2F5D9-5B7A-46CC-B1B5-A89D45EA5660},-85.9193185207168,39.2002603968199
"POINT (-86.5271100773705 39.6666599004487)",IN000411,Belleville Fire Dept,5485 S 200 E,Clayton,46118-0000, , ,,618, ,{58CC5BEE-6126-44DA-8E5B-B022A85A2E74},-86.5271100773705,39.6666599004487
"POINT (-86.3962978647063 39.8430100223618)",IN000413,Brownsburg Fire Territory,55 E Main St,Brownsburg,46112-1213, , ,,618, ,{7FA6145C-AF7B-4E88-B3F7-D96FDF7AE05C},-86.3962978647063,39.8430100223618
"POINT (-86.1505162449053 39.7746910374251)",IN000416,Indianapolis Fire Hdqrs,555 N New Jersey St,Indianapolis,46204-1516, , ,,618, ,{0357864C-BAEC-4447-9CD4-EAFE9D192701},-86.1505162449053,39.7746910374251
"POINT (-86.7536502711204 39.6720900373744)",CO775513,Fillmore Fire Dept,10 Hendricks St W,Fillmore,46128-0000, , ,,618,CountyApproved,{74B9A339-674F-407B-8C01-2A12F2384BFB},-86.7536502711204,39.6720900373744
"POINT (-86.8115912118226 39.5266592633045)",CO775523,Cloverdale Township,101 Stardust Rd,Cloverdale,46120, , ,,618,CountyApproved,{7AE8F99F-102D-4317-A6B6-B61F5EC5FCBC},-86.8115912118226,39.5266592633045
"POINT (-86.1354272819943 39.2606382933568)",IN000417,Hamblen Twp Vol Fire Dept,5612 Gatesville Rd,Nashville,47448-8546, , ,,618, ,{B61B7904-1645-4D89-B9CD-DE7D263A7E10},-86.1354272819943,39.2606382933568
"POINT (-85.9238980414993 41.6369696130817)",IN000420,Concord Twp Fire Dept,59045 County Road 13,Elkhart,46517-3530, , ,,618, ,{40804DAC-91F0-4E89-9616-46F09C944976},-85.9238980414993,41.6369696130817
"POINT (-86.0237781313883 41.6347195430834)",IN000421,Baugo Twp Fire Dept,59156 County Road 3,Elkhart,46517-9511, , ,,618, ,{E5E7236E-0759-498F-B402-99F27D0311A8},-86.0237781313883,41.6347195430834
"POINT (-85.893085002769 39.7217701883106)",IN000422,Sugar Creek Township Fire Dept,60 W Main St,New Palestine,46163-9704, , ,,618, ,{0B7C2E72-A56F-47BB-904C-25BC22024750},-85.893085002769,39.7217701883106
"POINT (-87.2350671393917 40.5198179395376)",IN000426,Oxford Fire Dept,6024 S 450 E,Oxford,47971-0000, , ,,618, ,{B3ABDF1F-5AEB-41F8-85DE-7596FF909CD9},-87.2350671393917,40.5198179395376
"POINT (-86.8182497268003 39.7616500724024)",CO775515,Bainbridge Fire Dept,500 W Pat Rady Way,Bainbridge,46105-0000, , ,,618,CountyApproved,{74382980-9A97-4E61-B304-ED34AF64ED8B},-86.8182497268003,39.7616500724024
"POINT (-86.8025989385933 39.8522797584911)",CO775516,Roachdale Fire Dept,202 N Indiana St,Roachdale,46172-0000, , ,,618,CountyApproved,{6A34B6E1-E330-465C-9F2E-24DFCDB02F5B},-86.8025989385933,39.8522797584911
"POINT (-85.1793385911547 39.283309289755)",CO700852,MORRIS VOLUNTEER FIRE DEPT,4702 Church St.,MORRIS,47033, , ,,618,County Approved,{B4993DA8-2C49-4956-BA52-9903FCB84069},-85.1793385911547,39.283309289755
"POINT (-86.1022458707954 39.7754910093967)",IN000433,Indianapolis Fire Dept,620 N Sherman Dr,Indianapolis,46201-2563, , ,,618, ,{9FD4FFE9-A94B-4522-AE1E-B1EEBCE6DA8A},-86.1022458707954,39.7754910093967
"POINT (-85.0144358085407 40.8319294429938)",IN000435,Preble Fire Dept,6242 N 400 W,Preble,46782-0000, , ,,618, ,{4A70666C-62D8-4554-8AD4-38380577DDE4},-85.0144358085407,40.8319294429938
"POINT (-86.0644752760936 39.9125114939714)",IN000437,Lawrence Twp Fire Dept Adm,6260 E 86th St,Indianapolis,46250-1571, , ,,618, ,{D685148D-8768-44F0-96C5-0EA9EDAE8C3B},-86.0644752760936,39.9125114939714
"POINT (-85.9252678916671 41.5780194259941)",IN000440,Harrison Twp Fire Dept,63061 County Road 13,Goshen,46526-7106, , ,,618, ,{11F5A91B-72AF-494A-895D-4196E25BBF00},-85.9252678916671,41.5780194259941
"POINT (-85.2522193660901 39.0709901982136)",CO700853,Versailles Volunteer Fire Dept.,113 W. Washington,Versailles,47042, , ,,618,County Approved,{AD440BE1-4814-4769-8BFA-218B4C6FA89D},-85.2522193660901,39.0709901982136
"POINT (-85.2063093913782 39.1504401651014)",CO700854,Delaware Volunteer Fire Dept.,5161 S.R. 129,Osgood,47037, , ,,618,County Approved,{712A5423-3FFF-47D7-AF7A-B96310CCEC12},-85.2063093913782,39.1504401651014
"POINT (-86.7172089099676 41.6153790752964)",IN000450,Scipio Twp Fire Dept,693 County Road 500 W,La Porte,46350-0000, , ,,618, ,{C8CE0D73-5D0E-42D1-906B-287642AE7611},-86.7172089099676,41.6153790752964
"POINT (-86.2710672110096 39.7760410044853)",IN000452,Wayne Twp Fire Dept,700 N High School Rd # 100,Indianapolis,46214-3756, , ,,618, ,{0668DA6D-F137-4D15-922E-233E8C12DB3B},-86.2710672110096,39.7760410044853
"POINT (-85.3587891241585 39.0048403005342)",CO700855,New Marion Volunteer Fire Dept,4785 Old Michigan Rd.,Holton,47023, , ,,618,County Approved,{4EA163C3-C307-4469-B710-3333AC5C9267},-85.3587891241585,39.0048403005342
"POINT (-85.2233088459542 39.2965492613391)",CO700845,Batesville Fire Dept,115 E Catherine St,Batesville,47006-1338, , ,,618,County Approved,{6324B8DA-A320-4C28-BBA1-1EB245FBAE64},-85.2233088459542,39.2965492613391
"POINT (-85.0940793205385 39.2372901976344)",CO700846,Sunman Fire Dept,126 Eastern Ave,Sunman,47041-9452, , ,,618,County Approved,{2D0080DD-6DCD-4A0C-9D2E-B1FB606D006F},-85.0940793205385,39.2372901976344
"POINT (-85.1526388577196 38.9735202689691)",CO700848,Friendship Fire Dept,7009 Cave Hill Rd,Cross Plains,47017-0000, , ,,618,County Approved,{ED491028-4886-4F41-8BF8-9626B649F49B},-85.1526388577196,38.9735202689691
"POINT (-85.128249156838 39.1239702478743)",CO700849,Milan Fire Dept,212 Maple St.,Milan,47031-0183, , ,,618,County Approved,{4F6C5CBB-A33A-4AD6-B39E-ECACE7C0EE8A},-85.128249156838,39.1239702478743
"POINT (-85.3870291990329 39.0743402387019)",CO700847,Holton Fire Dept,38 S Marion St,Holton,47023-8313, , ,,618,County Approved,{220530C8-680D-4A4C-95B7-A36A1A26800C},-85.3870291990329,39.0743402387019
"POINT (-86.6503966135358 40.1933882717279)",IN000457,Perry Township/Colfax Fire,707 Columbia St,Colfax,46035-0000, , ,,618, ,{222780A8-007E-4D9F-AA15-DEDADBC6EE9C},-86.6503966135358,40.1933882717279
"POINT (-86.5073870317165 40.6776485505371)",IN000461,Burrows Fire Dept,711 E 876 N,Burrows,46916-0000, , ,,618, ,{8E227CA7-5D01-4A66-A08A-45F94018695F},-86.5073870317165,40.6776485505371
"POINT (-85.8422857549821 39.9345007793236)",IN000463,Fire Dept,714 E Broadway St,Fortville,46040-1550, , ,,618, ,{64FA88CC-6838-44E1-84DC-5BD5FBE9EA95},-85.8422857549821,39.9345007793236
"POINT (-86.4125987020682 39.7625805260867)",IN000465,Avon Fire Dept,7222 E Us Highway 36,Avon,46123-7777, , ,,618, ,{21E78D14-4460-4CCB-97B2-055144C99FB5},-86.4125987020682,39.7625805260867
"POINT (-85.3310194759545 39.2036100942712)",CO700850,NAPOLEON VOLUNTEER FIRE DEPT,8849 N US 421,NAPOLEON,47034, , ,,618,County Approved,{CBFDEDBC-2A9F-48CB-AC67-A5DF8355D180},-85.3310194759545,39.2036100942712
"POINT (-85.294159407994 39.1314201559757)",CO700851,OSGOOD VOLUNTEER FIRE DEPT,247 W BEECH ST,OSGOOD,47037, , ,,618,County Approved,{296DF457-4933-4275-87D8-CA6EC16FC988},-85.294159407994,39.1314201559757
"POINT (-85.8080186104016 38.7416397561103)",CO792964,Austin Fire Dept,90 W Morgan St,Austin,47102-1741, , ,,618,County Approved,{702A2DE9-9186-4DB9-81DC-4A84AC932806},-85.8080186104016,38.7416397561103
"POINT (-85.7697784682505 38.6495195808959)",CO792966,Vienna Township Volunteer Fire Departmen,275 E State Road 356,Scottsburg, , , ,,618,County Approved,{77C68B3F-ADF5-41FF-8AF1-7728E028521C},-85.7697784682505,38.6495195808959
"POINT (-86.7580998125608 41.7137302596261)",IN000469,Springfield Twp Fire Dept,7377 N 300 W,Michigan City,46360-9708, , ,,618, ,{F6419F5B-CF5C-442D-BA84-AF273DA8AE29},-86.7580998125608,41.7137302596261
"POINT (-86.344029317521 38.3722193016892)",CO633681,Marengo Volunteer Fire Dept,163 S State Rd 66,Marengo, , , ,,,"County verified; Added by TPC, 10/27/05",{458A4194-EE6A-4770-8E3B-7EBDB3236498},-86.344029317521,38.3722193016892
"POINT (-85.6336862288986 39.9958097453616)",IN000471,Markleville Fire Dept,7457 S 200 E,Markleville,46056-9650, , ,,618, ,{1F0470E1-BBC8-4D45-A6F4-1302BA47F31D},-85.6336862288986,39.9958097453616
"POINT (-86.1461562040705 39.7770110336407)",IN000473,Indianapolis Fire Dept,748 Massachusetts Ave,Indianapolis,46204-1609, , ,,618, ,{1A8E2E7A-90AC-4756-A098-A5A4FD8C24BA},-86.1461562040705,39.7770110336407
"POINT (-86.8391268300687 40.4244281598737)",IN000475,LFD Station,750 N Creasy Ln,Lafayette,47905-6035, , ,,618, ,{8F2C3BAA-E762-44CA-BF28-7FC5E577884C},-86.8391268300687,40.4244281598737
"POINT (-87.12227706759 40.4950279684919)",IN000478,Otterbein Fire Dept,7628 S 1150 E,Otterbein,47970-8508, , ,,618, ,{D5FE9FC5-4B95-4F4A-8767-8053317EE78F},-87.12227706759,40.4950279684919
"POINT (-86.527489607621 39.7614002126468)",IN000480,Danville Fire Dept,77 N Kentucky St,Danville,46122-1147, , ,,618, ,{297A93C6-A7F1-428B-8A05-5E8B14DEA307},-86.527489607621,39.7614002126468
"POINT (-85.6247284833147 38.6522894643562)",CO792963,Lexington Fire Dept,111 S 1st St,Scottsburg,47170-1802, , ,,618,County Approved,{E228A4DB-E0D7-4263-B1CF-B5AD5A270BA6},-85.6247284833147,38.6522894643562
"POINT (-85.8510986170124 38.6819396710351)",CO792965,Finley Township Volunteer Fire Departmen,4012 W State Road 56,Scottsburg,47102, , ,,618,County Approved,{BF507FE1-0E2D-4383-AD81-C0E5813988CE},-85.8510986170124,38.6819396710351
"POINT (-85.7936985399477 38.6899696614297)",CO792968,Scottsburg Volunteer Fire Department Sta,185 S Lake Road North,Scottsburg,47170, , ,,618,County Approved,{F7E110B9-974E-482F-8FC2-0442AB49618E},-85.7936985399477,38.6899696614297
"POINT (-84.9210161278749 41.5187897049241)",IN000482,Hamilton Fire Dept,7760 S Wayne St,Hamilton,46742-9351, , ,,618, ,{E46C6A00-63D6-46EF-B6FC-0ECF39D096EA},-84.9210161278749,41.5187897049241
"POINT (-85.1120759741933 41.0131794685866)",IN000484,Fort Wayne Fire Safety Educ,7800 S Anthony Blvd,Fort Wayne,46816-2598, , ,,618, ,{DC3221C4-2684-438F-ACF1-ABB6CBCD8A2F},-85.1120759741933,41.0131794685866
"POINT (-85.1373865917663 41.5705697542951)",IN000487,Salem Center Fire Dept,7950 W 500 S,Pleasant Lake,46779-9760, , ,,618, ,{111B1A6D-F791-4774-AF9A-2DA8E76C04A6},-85.1373865917663,41.5705697542951
"POINT (-85.3680865588631 40.2582094322677)",IN000491,Hamilton Twp Fire Dept,8021 N State Road 3,Muncie,47303-9415, , ,,618, ,{FC57F554-D63E-432E-9560-D84883419A58},-85.3680865588631,40.2582094322677
"POINT (-86.7274088877332 41.5912190804377)",IN000492,La Porte Fire Dept,809 W 18th St,La Porte,46350-6459, , ,,618, ,{226229E6-B857-4856-A01A-ECADA30B30CD},-86.7274088877332,41.5912190804377
"POINT (-85.7719485031585 38.6842296425951)",CO792969,Scottsburg Volunteer Fire Department, , , , , ,,618,County Approved,{E250DF8D-F69C-4529-B7E1-823C9B1E2B44},-85.7719485031585,38.6842296425951
"POINT (-85.6575685789692 38.7222896072975)",CO792967,Johnson Township Volunteer Fire Departme,1984 N Blocher Railroad St,Lexington,47138, , ,,618,County Approved,{22C7F7A7-8C57-4D04-BFFC-ADDEF1683A00},-85.6575685789692,38.7222896072975
"POINT (-84.857787739467 38.859680975649)",CO778281,Posey Township Fire Dept,2232 Highway 250,Patriot,47038-0000, , ,,618,CountyApproved,{8694B136-3685-4184-BACB-A1A8CDE01FBC},-84.857787739467,38.859680975649
"POINT (-85.5046962329489 40.1693794168412)",IN000504,Mt Pleasant Township Fire Dept,8905 W Smith St,Yorktown,47396-1326, , ,,618, ,{373A8BFD-DDFC-40B0-AB12-2848E4326B9C},-85.5046962329489,40.1693794168412
"POINT (-86.6034186670787 41.5566791438252)",IN000505,Pleasant Twp Fire Dept,9 E Mann St,La Porte,46350-9043, , ,,618, ,{71EB2371-3369-4E4A-9385-3DF849F375F4},-86.6034186670787,41.5566791438252
"POINT (-84.8282375462268 38.8371311837596)",CO778282,Patriot Volunteer Fire House,442 4th St,Patriot,47038-0000, , ,,618,CountyApproved,{61E1AA47-10FE-4631-B018-0676071A383A},-84.8282375462268,38.8371311837596
"POINT (-85.0701176693177 38.7509199217432)",CO778283,Jefferson Craig Fire & Rescue,610 Ferry St,Vevay,47043-1110, , ,,618,CountyApproved,{B208A9E9-676F-475F-87A5-11F642028D9C},-85.0701176693177,38.7509199217432
"POINT (-84.9265574555582 38.7850005829271)",CO778285,East Enterprise Volunteer Fire Dept. Sta,301 Hill Road,Florence,47020, , ,,618,CountyApproved,{2B469978-1C7C-4D22-A4BA-E6DFA5799A55},-84.9265574555582,38.7850005829271
"POINT (-85.0714161810107 41.3602996692659)",IN000511,Auburn Fire Dept,902 S Grandstaff Dr,Auburn,46706-2651, , ,,618, ,{2DC4CEE8-8AF3-4DAC-92EE-096F06E230F3},-85.0714161810107,41.3602996692659
"POINT (-85.0301758717412 41.0676394748518)",IN000513,New Haven Fire Dept,910 Hartzell Rd,New Haven,46774-1833, , ,,618, ,{7107285E-8375-4F09-88CD-32364FE3A2DC},-85.0301758717412,41.0676394748518
"POINT (-85.3937763194623 40.1070694722582)",IN000517,Cowan Volunteer Fire Dept,9401 S Olive St,Muncie,47302-9526, , ,,618, ,{76863560-076B-46F2-A456-221C896FC175},-85.3937763194623,40.1070694722582
"POINT (-85.9502248120915 39.2954478794166)",IN000518,Taylorsville Fire Dept,9428 Main St,Taylorsville,47280-9700, , ,,618, ,{614D5AF1-E5D2-44ED-9A69-9BE3F06D6777},-85.9502248120915,39.2954478794166
"POINT (-86.2627895394288 38.6534598671759)",IN000520,Blue River Fire Dept,95 N Mckinney St,Campbellsburg,47108-9138, , ,,618, ,{7E131BC6-F9F9-44AD-92E6-7EA910BB4A51},-86.2627895394288,38.6534598671759
"POINT (-84.9878679903215 38.8729002709208)",CO778284,EAST ENTERPRISE VOLUNTEER FIRE DEPT,2121 HIGHWAY 56,EAST ENTERPRISE,47019, , ,,618,CountyApproved,{1185CE83-FB87-47E1-B40B-6913FC58E2FA},-84.9878679903215,38.8729002709208
"POINT (-85.1689681453338 38.8049999185746)",CO778286,Moorefield Community Volunteer Fire Dept,798 StateHwy 129,Vevay,47043, , ,,618,CountyApproved,{E85BB36E-B644-42B2-A628-04B21A516558},-85.1689681453338,38.8049999185746
"POINT (-87.4473421741748 39.4655781085695)",CO761681,Sugarcreek Vol Fire Dept,375 W National Ave,West Terre Haute,47885-1407, , ,,618,County Approved,{99431D9F-9CC0-4F32-A317-7D477850DC78},-87.4473421741748,39.4655781085695
"POINT (-86.4677968906396 40.6195485327657)",IN000526,Camden Fire Dept,Cemetery St,Camden,46917-0000, , ,,618, ,{E0AF097F-92CE-4946-BD64-B160B4376572},-86.4677968906396,40.6195485327657
"POINT (-85.852407842702 41.58135944628)",IN000528,Foraker Fire Dept,County Road 142,Foraker,46526-0000, , ,,618, ,{2932BC1F-BCCF-4E1E-A3DA-1C2FD14B2447},-85.852407842702,41.58135944628
"POINT (-87.4645221409786 39.5098280588215)",CO761682,Sugar Creek Fire,3801 N Arms Pl,West Terre Haute,47885-9297, , ,,618,County Approved,{07FC701F-E36D-459E-B982-4880586ED903},-87.4645221409786,39.5098280588215
"POINT (-87.5289018530282 39.5477478786472)",CO761687,FAYETTE TWP SANDFORD VOLUNTEER FIRE DEPA,6685 BAYH RD,WEST TERRE HAUTE,47885, , ,,618,County Approved,{EC78DF40-8225-4D09-A2A3-CA508C124353},-87.5289018530282,39.5477478786472
"POINT (-87.4150321661985 39.4637381719787)",CO761677,Fire Dept Public Safety Ofc,17 Harding Ave,Terre Haute,47807-3437, , ,,618,County Approved,{B1BBEA3E-58C2-4469-821F-D11144BFC0D6},-87.4150321661985,39.4637381719787
"POINT (-86.3447790206951 38.2010488074088)",CO633682,Leavenworth Volunteer Fire Dept,645 W 2nd St,Leavenworth, , , ,,,"County verified; Added by TPC, 11/03/05",{081301AA-02D8-4E51-845D-5A23032E90E4},-86.3447790206951,38.2010488074088
"POINT (-86.5660596233819 38.3379692783959)",CO633678,Patoka Fire Station,199 N Two Churches Rd,Taswell, , , ,1990,250,"County verified; Added by TPC, 9/29/05",{96A0BCAB-C4ED-4935-B5B7-ADDF7D221FD3},-86.5660596233819,38.3379692783959
"POINT (-85.6920774679075 41.5253093809714)",IN000538,Millersburg Fire Dept,M,Millersburg,46543-0000, , ,,618, ,{B3C76443-8319-4992-A59D-A6088F10AFDF},-85.6920774679075,41.5253093809714
"POINT (-85.6348463323976 40.3431492192204)",IN000544,Summitville Fire Dept,Main St,Summitville,46070-0000, , ,,618, ,{CE45A301-3368-4912-BB90-AC3BF6570FCF},-85.6348463323976,40.3431492192204
"POINT (-87.397802059324 39.3874281872163)",CO761683,Honey Creek Township Fire Dept,6553 S Carlisle St,Terre Haute,47802-4709, , ,,618,County Approved,{2881D5C2-BC38-4F58-A901-5950AFA97C47},-87.397802059324,39.3874281872163
"POINT (-87.4625416142342 39.5817179556891)",CO761688,NEW GOSHEN FIRE AND RESCUE,9630 N RANGELINE RD,NEW GOSHEN,47863, , ,,618,County Approved,{977FDA7E-074F-444F-864F-B6804F8C5AE2},-87.4625416142342,39.5817179556891
"POINT (-87.4179014567615 39.5986080168516)",CO761675,Shepardsville Fire Dept,10840 N Shirley St,Shepardsville,47880-0000, , ,,618,County Approved,{6DEDFD1A-FB08-49EC-8D98-9A0A59C22B9B},-87.4179014567615,39.5986080168516
"POINT (-87.3990020929437 39.4119481917267)",CO761676,Honey Creek Township Fire Dept,1139 E Springhill Dr,Terre Haute,47802-4352, , ,,618,County Approved,{9C694D7B-96DE-4610-85EF-8F7C01CF479E},-87.3990020929437,39.4119481917267
"POINT (-87.4768020880915 39.3700280582114)",CO761689,PRAIRIETON FIRE DEPARTMENT,3862 HOTEL ST,PRAIRIETON,47870, , ,,618,County Approved,{26582519-F790-4E75-A29E-5C2EDB40016F},-87.4768020880915,39.3700280582114
"POINT (-87.3013718641849 39.3095382968583)",CO761684,Pierson Volunteer Fire Dept,7580 E Rogers Dr,Pimento,47866-0000, , ,,618,County Approved,{1BFD00FF-F143-4C67-A342-BDFF01A6DEEE},-87.3013718641849,39.3095382968583
"POINT (-85.4049968355545 41.4749597351625)",IN000549,Rome City Fire Dept,Martin St,Rome City,46784-0000, , ,,618, ,{34B7D418-AEF1-4427-88E5-52BAD26C3AA6},-85.4049968355545,41.4749597351625
"POINT (-86.6127998680256 38.5662901174091)",CO649049,West Baden Fire Dept,8272 W Ballard,West Baden Springs,47469, , ,1972,618, ,{C47F5987-6161-4DB7-B21F-9AA76B034396},-86.6127998680256,38.5662901174091
"POINT (-84.8663966549709 40.3823288702526)",IN000551,Salamonia City Fire Dept,N Commerce,Salamonia,47381-0000, , ,,618, ,{7136A659-5078-4DCA-A65F-624F33F143B8},-84.8663966549709,40.3823288702526
"POINT (-86.658020284637 39.6526799060458)",IN000552,Coatesville Fire Dept,N Milton St,Coatesville,46121-0000, , ,,618, ,{B11E6880-78FF-4C4C-BB7B-22CA28F721DB},-86.658020284637,39.6526799060458
"POINT (-85.0207562273461 41.4323896641801)",IN000553,Waterloo Fire Dept,PO Box 115,Waterloo,46793-0115, , ,,618, ,{0A1B8495-EB52-4C93-B008-E3AB6DB09D23},-85.0207562273461,41.4323896641801
"POINT (-85.1470264649091 41.4593997260042)",IN000555,Corunna Fire Dept,PO Box 148,Corunna,46730-0148, , ,,618, ,{A934F7FF-937F-4FC0-B13C-F3DD68A14DCE},-85.1470264649091,41.4593997260042
"POINT (-87.417752179154 39.4742081684023)",CO761678,Terre Haute Fire Dept Admin,25 Spruce St,Terre Haute,47807-1924, , ,,618,County Approved,{91113DDA-AEEA-4D0D-95E8-0F40D72FE0BC},-87.417752179154,39.4742081684023
"POINT (-87.2669021950294 39.493508487651)",CO761690,SEELYVILLE VOLUNTEER FIRE DEPARTMENT,2277 N MAIN,SEELYVILLE,47878, , ,,648,County Approved,{E9F8EF7A-A880-452F-A639-03283BDAD71A},-87.2669021950294,39.493508487651
"POINT (-87.3033520094786 39.3891883445169)",CO761685,Riley Volunteer Fire Dept,7659 E 1st Dr,Riley,47871-0000, , ,,618,County Approved,{26C0B276-2CCA-49AE-AF8B-CDC8EEFD0ACC},-87.3033520094786,39.3891883445169
"POINT (-87.4042421668632 39.4661881940052)",CO761679,Terre Haute Fire Dept Training,28 S 9th St,Terre Haute,47807-3710, , ,,618,County Approved,{908465F3-D9CD-462B-A6B5-8A379A1F47C9},-87.4042421668632,39.4661881940052
"POINT (-87.3680319842391 39.5281382312431)",CO761680,Otter Creek Twp Fire Dept,3200 E Park Ave,N Terre Haute,47805-1806, , ,,618,County Approved,{D2884345-627A-4890-9E91-CD3550C646BD},-87.3680319842391,39.5281382312431
"POINT (-85.4958064811003 41.3350598541722)",IN000565,Wolf Lake Fire Dept,PO Box 317,Wolflake,46796-0317, , ,,618, ,{17BE8CE5-EFE8-409B-AE21-6343203A5E14},-85.4958064811003,41.3350598541722
"POINT (-86.6191098331355 38.5496600931941)",CO649050,French Lick Fire Dept,8589 W Main St,French Lick,47432, , ,2001,1000,"Added by TPC, 5/9/05",{E20C76C4-3CAD-4B7B-9184-A75029D0A79C},-86.6191098331355,38.5496600931941
"POINT (-86.4519800025209 38.6636101723864)",CO649048,Orleans Fire Dept,161 E Price Ave,Orleans,47452-1429, , ,,618, ,{9D2E6FFF-DF7C-42F7-BD5C-A5A078380BA7},-86.4519800025209,38.6636101723864
