WKT,Facility_ID_Hazus,Facility_Name,Address,City,Zip_Code,Contact_Person,Phone_Number,Replacement_Cost_Thousands,Comment,GlobalID,Shape_X,Shape_Y
"POINT (-87.1949378114398 41.2028485836755)",IN798810,Demotte Police Dept,112 Carnation St SE,Demotte,46310-0000, , ,1442, ,{5BCDC411-77B3-46A8-AD57-BCBD2D64A38B},-87.1949378114398,41.2028485836755
"POINT (-87.1519872338237 40.9356386205009)",IN798811,Rensselaer Police Dept,122 S Van Rensselaer St,Rensselaer,47978-2815, , ,1442, ,{C3E7ED42-BE61-43D5-969B-D4EB26C70FEC},-87.1519872338237,40.9356386205009
"POINT (-87.150967269977 40.959308621844)",IN798812,Jasper County Sheriff Dept,2171 N. McKinley Ave,Rensselaer,47978-2831, , ,1442, ,{FE845C08-B6C7-483B-A729-1B31A2B60513},-87.150967269977,40.959308621844
"POINT (-87.0545780988643 41.1921086007227)",IN798813,Wheatfield Police Dept,71 N Main St,Wheatfield,46392-8801, , ,1442, ,{23164A79-ADFB-4DFC-BAC8-653C8E29CAD6},-87.0545780988643,41.1921086007227
"POINT (-87.1540370252589 40.8016686085245)",IN798814,Remington Police Dept,PO Box 70,Remington,47977-0070, , ,1442, ,{7016FBA3-B65B-4C31-BB34-53C65688600A},-87.1540370252589,40.8016686085245
"POINT (-86.0546314366949 39.4760968073508)",IN798815,Franklin Police Dept,1 Caisson Dr # A,Franklin,46131-2443, , ,2156, ,{CFBA10C4-1FFA-4AA5-A4E4-67D0DCAF5D0E},-86.0546314366949,39.4760968073508
"POINT (-85.9681333019895 39.3528974985287)",IN798817,Edinburgh Police Dept,200 S Main St,Edinburgh,46124-1411, , ,1850, ,{63435F38-B457-4798-81E6-E8411434204A},-85.9681333019895,39.3528974985287
"POINT (-86.1682348066289 39.5211374851972)",IN798818,Bargersvill Police Dept,12 Main St,Bargersville,46106-0000, , ,500, ,{BDB46AE6-9F75-485B-9947-6BB0515F7290},-86.1682348066289,39.5211374851972
"POINT (-86.1034140621202 39.6118587085031)",IN798819,Greenwood Police Dept,186 Surina Way,Greenwood,46143-1627, , ,10973, ,{D2F8075F-F49F-4506-8153-42A9AAF50A80},-86.1034140621202,39.6118587085031
"POINT (-86.0966332417847 39.5647479146748)",IN798820,New Whiteland Police Dept,300 Tracy Rd,Whiteland,46184-1026, , ,1000, ,{1ECCDA5B-EEA0-4FF9-96D5-910D2986F61A},-86.0966332417847,39.5647479146748
"POINT (-86.0791825433133 39.549767603752)",IN798821,Whiteland Police Dept,549 Main St,Whiteland,46184-1552, , ,1000, ,{85641A61-211D-46F4-96FF-49AF489BF6A2},-86.0791825433133,39.549767603752
"POINT (-86.1591862364031 39.3653378283049)",IN798822,Trafalgar Police Dept,800 S County Rd 300 W,Trafalgar,46181-0000, , ,1500, ,{63790887-6AE5-4E14-8BB8-F779920FFE7A},-86.1591862364031,39.3653378283049
"POINT (-85.6981871274246 41.3250193142657)",IN798824,North Webster Police Dept,144 S Main St,North Webster,46555-0000, , ,1442, ,{39AE77E9-4102-4F72-AD49-9441CDBFCF0B},-85.6981871274246,41.3250193142657
"POINT (-86.0376574401868 41.1731886079284)",IN798825,Mentone Town Police Dept,121 W Main,Mentone,46539-0000, , ,1442, ,{A598DEF9-D0A5-4FD4-A5F9-357EC5DFA225},-86.0376574401868,41.1731886079284
"POINT (-85.8589873331909 41.2388490232021)",IN798826,Kosciusko County Sheriff's Ofc,221 W Main St,Warsaw,46580-2715, , ,1442, ,{3F0AF80F-1C31-41F5-8FED-4B02C06E21BA},-85.8589873331909,41.2388490232021
"POINT (-85.8276972979012 41.2401390599247)",IN798827,Warsaw Police Dept,2191 E Fort Wayne St,Warsaw,46580-2810, , ,1442, ,{51B8FC42-D0F8-4872-8A92-376E624F8C9F},-85.8276972979012,41.2401390599247
"POINT (-85.7495674085242 41.4248191894359)",IN798828,Syracuse Police Dept,310 N Huntington St,Syracuse,46567-1309, , ,1442, ,{4C3DDC4A-9C0D-468B-9B9F-0E27DDB6FC0E},-85.7495674085242,41.4248191894359
"POINT (-85.879067151594 41.1300988697826)",IN798829,Claypool Police Dept,408 S Graceland Ave,Claypool,46510-0000, , ,1442, ,{234C5C7B-D403-42D9-9240-DA80CBCF33C7},-85.879067151594,41.1300988697826
"POINT (-85.8920470738905 41.0774387905843)",IN798830,Silver Lake Police Dept,604 N Jefferson St,Silver Lake,46982-8976, , ,1442, ,{E9BE1805-7C48-47FA-8C82-88FBA2B424E2},-85.8920470738905,41.0774387905843
"POINT (-85.8220072570953 41.2236290470428)",IN798831,Winona Lake Police Dept,1310 Park Ave,Winona Lake,46590-1051, , ,1442, ,{4104A3AC-A4DF-4BD8-A2E3-BF159BF1CB82},-85.8220072570953,41.2236290470428
"POINT (-85.7057969667485 41.200389222975)",IN798832,Peirceton Police Dept,205 N First St,Pierceton, , , ,1803, ,{9BA43A4B-615A-425D-A434-8CAE3487B61A},-85.7057969667485,41.200389222975
"POINT (-85.5395372316213 41.5394296475387)",IN798834,Topeka Police Dept,101 S Main St,Topeka,46571-9099, , ,206, ,{30767B63-2F82-4475-8035-8C1A32DC3A40},-85.5395372316213,41.5394296475387
"POINT (-85.5778477286076 41.6777897339779)",IN798835,Shipshewana Police Dept,345 N Morton St.,Shipshewana,46565-0000, , ,1229, ,{72AAD2B4-0330-4FA5-81AD-B3670C9A0A0C},-85.5778477286076,41.6777897339779
"POINT (-85.4248973324842 41.6549497612675)",IN798836,LaGrange City Police,104 N Townline Rd.,LaGrange, , , ,1320, ,{D8AFA50D-8273-443A-9AD8-F61E0F46C3F3},-85.4248973324842,41.6549497612675
"POINT (-85.3665569065492 41.5276397291347)",IN798837,Wolcottville Police,104 W Race St.,Wolcottville, , , ,35, ,{44A5DD1C-AA24-444C-B9D8-3A538445F2AD},-85.3665569065492,41.5276397291347
"POINT (-85.446626690724 39.6245295314246)",IN798876,Rushville Police Hdqrs,270 W 15th St,Rushville,46173-1193, , ,1442, ,{ADDCBA66-76F7-4D50-9226-023E9C6ED86E},-85.446626690724,39.6245295314246
"POINT (-87.4085716155006 39.0958780818772)",IN798881,Sullivan Police Dept,32 N. Court,Sullivan,47882-1521, ,812-268-4308,1442, ,{3A72D7A7-BD5A-40FE-AFBE-0EE22C1E187A},-87.4085716155006,39.0958780818772
"POINT (-87.2223982745932 41.4133884978388)",IN798838,Lakes Of Four Seasons Security,1048 N Lakeshore Dr,Crown Point,46307-9401, , ,1442, ,{64A2E596-A7AB-4C7D-A462-5F144B40A0FD},-87.2223982745932,41.4133884978388
"POINT (-87.504110719288 41.5610304999029)",IN798839,Munster Police Dept,1001 Ridge Rd,Munster,46321-1849, , ,1442, ,{6706F464-F768-4B86-A3EB-3C2C9BE07906},-87.504110719288,41.5610304999029
"POINT (-87.4681606340921 41.4493604020993)",IN798840,St John Police Dept,11033 W 93rd Ave,St John,46373-9701, , ,1442, ,{9632760E-E5B9-4EC1-B75D-DED5A831C77F},-87.4681606340921,41.4493604020993
"POINT (-87.4273704725077 41.5230801851185)",IN798841,Griffith Police Dept,115 N Broad St,Griffith,46319-2293, , ,1442, ,{D70D117E-BD11-49DD-9C47-8849462FFD2E},-87.4273704725077,41.5230801851185
"POINT (-87.275578607945 41.5585185940914)",IN798842,New Chicago Police Dept,122 Huber Blvd,Hobart,46342-1013, , ,1442, ,{9D56E6CB-4E46-4647-98F9-429C59B63CBD},-87.275578607945,41.5585185940914
"POINT (-87.408438504403 41.2908589944382)",IN798843,Lowell Police Dept,1333 E Commercial Ave,Lowell,46356-2168, , ,1442, ,{577BE675-A803-4B2C-981F-C6C856D8C784},-87.408438504403,41.2908589944382
"POINT (-87.3628592801718 41.4185993530521)",IN798844,Crown Point Police Dept,124 N East St,Crown Point,46307-4028, , ,1442, ,{33D9C616-4065-44B2-BAD5-7ED6AB7F3BE3},-87.3628592801718,41.4185993530521
"POINT (-87.3369290200415 41.5899589921276)",IN798845,Gary Police Dept,1301 Broadway,Gary,46407-1326, , ,1442, ,{DA7B1065-29B4-49C1-984A-74B69C1063CA},-87.3369290200415,41.5899589921276
"POINT (-87.4709912121954 41.4949207872309)",IN798846,Police Dept,1610 Us Highway 41,Schererville,46375-1318, , ,1442, ,{C9EC6D1F-6D82-4524-A01B-B44A8C2C1BDC},-87.4709912121954,41.4949207872309
"POINT (-87.489819055012 41.6788593019155)",IN798847,Whiting Police Dept,1914 Schrage Ave,Whiting,46394-2007, , ,1442, ,{2A6416D9-667A-4B2C-B2E7-8AD11A2B0D5A},-87.489819055012,41.6788593019155
"POINT (-87.2558484632439 41.5327284617844)",IN798848,Hobart Police Dept,200 Main St,Hobart,46342-4440, , ,1442, ,{631729EA-4DE1-4B50-AA1F-742A3CE69A33},-87.2558484632439,41.5327284617844
"POINT (-87.3642795158538 41.4478594773693)",IN798849,Lake County Sheriff Bureau-Id,2293 N Main St,Crown Point,46307-1854, , ,1442, ,{778F4778-770C-4208-95F9-3770CE774E40},-87.3642795158538,41.4478594773693
"POINT (-87.5216112059668 41.4933808922101)",IN798850,Dyer Police Dept,230 Schulte St,Dyer,46311-1860, , ,1442, ,{BF5E3CBC-A865-4017-BF54-6612157BB3D3},-87.5216112059668,41.4933808922101
"POINT (-87.4436093451086 41.6383394170284)",IN798851,East Chicago Police Dept,2301 E Columbus Dr,East Chicago,46312-2876, , ,1442, ,{3C0BA0D9-17D1-4417-B4D8-380F795F6E46},-87.4436093451086,41.6383394170284
"POINT (-87.5214097658684 41.6168198663312)",IN798852,Lake County Sheriff's Office,232 Russell St,Hammond,46320-1814, , ,1442, ,{FF343AA6-8B8B-461F-A9BC-6D99961A178D},-87.5214097658684,41.6168198663312
"POINT (-87.4480680806291 41.1858187714216)",IN798853,Schneider Police Dept,23800 Parrish Ave,Schneider,46376-0000, , ,1442, ,{6C4B2625-A3E8-4D62-B643-67F3986686A9},-87.4480680806291,41.1858187714216
"POINT (-87.4506109228653 41.4919705508265)",IN798854,Schererville Police Dept,25 E Joliet St,Schererville,46375-2010, , ,1442, ,{BE752019-C8F4-43C3-8A42-8D034F1A31A3},-87.4506109228653,41.4919705508265
"POINT (-87.4479803559744 41.5536701386682)",IN798855,Highland Police Dept,3333 Ridge Rd # 3,Highland,46322-2097, , ,1442, ,{257A570A-6C1A-486C-9C91-A3A48618692C},-87.4479803559744,41.5536701386682
"POINT (-87.2395283601277 41.5746383557034)",IN798857,Lake Station Police Dept,3629 Central Ave,Lake Station,46405-2392, , ,1442, ,{16A6C190-A31A-424B-A305-A37EFD8B4ACA},-87.2395283601277,41.5746383557034
"POINT (-87.4448092701802 41.6455193659488)",IN798858,Lake County Sheriff,3711 Main St,East Chicago,46312-2223, , ,1442, ,{C751F3C8-0353-4CC3-B09F-0543F9429F64},-87.4448092701802,41.6455193659488
"POINT (-87.3372689400849 41.6037689343117)",IN798859,Lake County Sheriff's Ofc,400 Broadway,Gary,46402-1233, , ,1442, ,{034C0775-2C79-418A-9E83-C836A935C63B},-87.3372689400849,41.6037689343117
"POINT (-87.255688461878 41.5327884602468)",IN798860,Hobart Police-Detective Bureau,414 Main St,Hobart,46342-4444, , ,1442, ,{7B2CD9D5-6CA2-40AD-A599-9C57D454F24C},-87.255688461878,41.5327884602468
"POINT (-87.3928393748292 41.601839344526)",IN798861,Gary Police Community Relation,4491 W 5th Ave,Gary,46406-1747, , ,1442, ,{3A92913D-9E2A-4CA1-9AE8-35A7368F67AA},-87.3928393748292,41.601839344526
"POINT (-87.5166698149912 41.616629890744)",IN798862,Hammond City Police Dept,520 Fayette St,Hammond,46320-1805, , ,1442, ,{A910B622-5EDD-4CFD-950E-046CF44BC6B8},-87.5166698149912,41.616629890744
"POINT (-87.5089000385063 41.6060200314887)",IN798863,Hammond Police Dept,5925 Calumet Ave # 115,Hammond,46320-2554, , ,1442, ,{A39E7777-5E7A-42B4-A09F-544AE9218E39},-87.5089000385063,41.6060200314887
"POINT (-87.4240293453434 41.3681395135672)",IN798864,Cedar Lake Police Dept,7408 Constitution Ave,Cedar Lake,46303-9186, , ,1442, ,{CF983457-5FC9-4EDA-98B2-9948D867D431},-87.4240293453434,41.3681395135672
"POINT (-87.3372194148611 41.4766093216022)",IN798865,Police Dept,7820 Broadway,Merrillville,46410-5557, , ,1442, ,{735D10E7-18E5-44C3-B0F6-CA48CD4E09B0},-87.3372194148611,41.4766093216022
"POINT (-87.3418190299938 41.5948790067686)",IN798866,Gary Police Civil Svc Comm,900 Madison St,Gary,46402-2832, , ,1442, ,{9948CCAC-C646-4E0F-A78D-6474A7812E59},-87.3418190299938,41.5948790067686
"POINT (-87.5160898364654 41.6154599047957)",IN798867,Central Police Station,509 Douglas Street,Hammond,46320, , ,1803, ,{8FED2AD3-A6A3-422A-BFE4-768AC537ADC9},-87.5160898364654,41.6154599047957
"POINT (-86.146768200696 41.4459886455574)",IN798868,Bremen Police Dept,123 S Center St,Bremen,46506-1566, , ,1442,AMC Location Confirmed,{CD60C3CE-77B8-4E1E-BB5B-55461B49787E},-86.146768200696,41.4459886455574
"POINT (-86.2462577961305 41.2369684042576)",IN798869,Argos Police Dept,125 W Walnut St,Argos,46501-1025, , ,1442,AMC Location Confirmed,{D53A5389-833C-4AEF-B1A3-927D7A853A0F},-86.2462577961305,41.2369684042576
"POINT (-86.1927783874051 41.4582784939382)",IN798870,Indiana State Police Post #24,1425 Miami Hwy,Bremen,46506-9665, , ,1442,AMC Location Confirmed,{FBE7B068-9333-481D-B481-01AF48B3FE10},-86.1927783874051,41.4582784939382
"POINT (-86.4224079202526 41.2176585242794)",IN798871,Culver Police Dept-Records,200 E Washington St,Culver,46511-1534, , ,1442,AMC Location Confirmed,{B8941DD5-9C91-4EE7-8DDF-7A5B823A3854},-86.4224079202526,41.2176585242794
"POINT (-86.3469982030887 41.3518186074616)",IN798872,Marshall County Sheriff,1400 N Pioneer Dr.,Plymouth,46563-1710, , ,1442,AMC Location Confirmed,{7DF9DECD-7FD5-4981-8E09-855CDEA6A191},-86.3469982030887,41.3518186074616
"POINT (-86.3113581680968 41.3411885486208)",IN798873,Plymouth Police Dept,215 W Washington St,Plymouth,46563-1747, , ,1442,AMC Location Confirmed,{B53AC9F8-DC66-4CFD-8526-F298320CC1B5},-86.3113581680968,41.3411885486208
"POINT (-86.1160477703273 41.2970887303618)",IN798874,Bourbon Town Police Dept,224 N Main St,Bourbon,46504-1648, , ,1442,AMC Location Confirmed,{57C4F22B-3A25-46E2-B54B-D6AD5C8453DB},-86.1160477703273,41.2970887303618
"POINT (-86.3066385338753 41.4591484742902)",IN798875,LaPaz Police Department,108 E Randolph St.,LaPaz, , , ,1803,AMC County Added,{4DAAE444-AC49-41A7-B4B6-32A067B5796A},-86.3066385338753,41.4591484742902
"POINT (-85.300376724616 39.6290190929477)",IN798877,Glenwood Police,403 N Main St,Glenwood,46133-0000, , ,1442, ,{0E39F8D1-A113-4098-9326-4F07922290C2},-85.300376724616,39.6290190929477
"POINT (-85.5718958900607 39.7392598035252)",IN798878,Carthage Town Marshall,6 W 1st,Carthage,46115-0000, , ,1442, ,{EFBA2A2F-D678-418E-BDA9-D34E4FE156D8},-85.5718958900607,39.7392598035252
"POINT (-87.2594611621027 39.0679281651446)",IN798882,Dugger Police Dept,969 S Section St,Dugger,47848-8090, ,812-268-4308,1442, ,{8396B142-C18E-473D-8C43-1C643DEB84C5},-87.2594611621027,39.0679281651446
"POINT (-87.406161606817 39.0948680834633)",IN798883,Sullivan County Sheriffs Department,24 S State St,Sullivan,47882, ,812-268-4308,, ,{55E50457-7B2F-47FA-B50F-FD66CA5E3EC0},-87.406161606817,39.0948680834633
"POINT (-85.9377663449326 40.3630890688739)",IN798885,Windfall Police Dept,210 S Independence St,Windfall,46076-0000, , ,1442, ,{A6EBB028-2295-4286-A663-F26A862E026A},-85.9377663449326,40.3630890688739
"POINT (-86.0390261723064 40.2822890680662)",IN798886,Tipton Police Dept,225 E Jefferson St,Tipton,46072-1911, , ,1442, ,{5ABF1A13-9636-4E3D-B3E2-AEF16FB96EE7},-86.0390261723064,40.2822890680662
"POINT (-86.2184061985756 40.3017487450395)",IN798887,Kempton Police Dept,205 S Main St.,Kempton,46049-0136, , ,1442, ,{A25C9016-114C-4ADD-AFC7-432CCE6F6875},-86.2184061985756,40.3017487450395
"POINT (-86.0860763830534 40.3792189117154)",IN798888,Police department, 124 S Main St.,Sharpsville, , , ,1803, ,{48B24B2B-A111-4F5B-B5E0-BC02CB30032A},-86.0860763830534,40.3792189117154
"POINT (-86.1209167177502 40.7737687463136)",IN798889,Indiana State Police,1451 N Eel River Cemetery Rd,Peru,46970-7513, , ,1000, ,{27C9D506-CF78-40DF-9A88-0742D0670928},-86.1209167177502,40.7737687463136
"POINT (-86.0686366646406 40.7543989480335)",IN798890,Indiana Drug Enforcement Assn,35 Court St.,Peru,46970-3650, , ,1400, ,{9D6E98A6-48D5-49E6-B085-226D54AA5AFB},-86.0686366646406,40.7543989480335
"POINT (-85.8730765185083 40.5796890051818)",IN798891,Converse Police Dept,210 N Jefferson St,Converse,46919-0000, , ,300,Does not match county info,{01EEC8DC-501D-4078-BF0A-0229608E4A96},-85.8730765185083,40.5796890051818
"POINT (-86.068626664452 40.7543689477366)",IN798892,Miami County Sheriff Dept,35 Court St,Peru,46970-2201, , ,1442,Does not match county info,{9BEB747D-2F52-4CA8-B426-FAE261146C07},-86.068626664452,40.7543689477366
"POINT (-86.0691666616073 40.7531289533678)",IN798893,Peru Police Dept,35 S Broadway,Peru,46970-2231, , ,2500,Does not match county info,{4AF3DDCE-16EF-4F46-B1EC-B6025848257D},-86.0691666616073,40.7531289533678
"POINT (-86.1209267170563 40.7736587473774)",IN798894,Miami County Crime Stopper,1451 N Eel River Cemetery Rd,Peru, , , ,1442, ,{AF264DB5-8CE3-4294-A75A-EC5E994CC93A},-86.1209267170563,40.7736587473774
"POINT (-86.1074166576311 40.6605488848912)",IN798895,Bunker Hill PD,280 West Broadway,Bunker Hill, , , ,850, ,{BAFF35FE-92AB-4D3F-9D91-D493EB1A4965},-86.1074166576311,40.6605488848912
"POINT (-86.6301009397739 39.2404006630563)",IN798896,Ellettsville Police Dept,1406 West Temperance Street,Ellettsville,47429-1812, , ,1442, ,{F8B2531E-EB89-4D13-871E-D6ACE4625EA1},-86.6301009397739,39.2404006630563
"POINT (-86.506220729544 39.1457805265628)",IN798897,Monroe County Police Legal,122 S Walnut St,Bloomington,47404-6107, , ,1442, ,{DE1DAFC8-FF7F-418C-A2BD-5FD9C3539881},-86.506220729544,39.1457805265628
"POINT (-86.5315107703124 39.1643305524007)",IN798898,Bloomington Police Dept,220 E 3rd St,Bloomington,47401-3513, , ,1442, ,{CD2AC3D6-95F6-4547-A7AF-A9396C956EAB},-86.5315107703124,39.1643305524007
"POINT (-86.5349707781963 39.1688005574603)",IN798899,Monroe County Sheriff,301 N College Ave,Bloomington,47404-3843, , ,1442, ,{15C21C1A-26FA-4888-99CD-EA05CB749007},-86.5349707781963,39.1688005574603
"POINT (-86.539060776155 39.1658305587665)",IN798900,Monroe County Auxiliary Police,505 W 4th St,Bloomington,47404-5129, , ,1442, ,{E2DC2156-0FF6-4650-B493-05588D2EC624},-86.539060776155,39.1658305587665
"POINT (-86.6483406876853 39.2999392131013)",IN798901,Stinesville Police Dept,7951 W Main St,Stinesville,47464-0000, , ,1442, ,{8AF468EC-C8AC-47DD-B7CE-60C557739965},-86.6483406876853,39.2999392131013
"POINT (-86.515990773116 39.1738305456653)",IN798902,Indiana University-Police Dept,801 N Jordan Ave,Bloomington,47405-2107, , ,1442, ,{B09D8059-DF46-4A21-84EA-76F98C7AAB19},-86.515990773116,39.1738305456653
"POINT (-86.5200707904634 39.1855505530045)",IN798903,Indiana State Police - Bloomington Post,2135 N Fee Lane,Bloomington,47404, , ,1442, ,{6B926E4A-C348-4808-81C2-C3050A1F5D5D},-86.5200707904634,39.1855505530045
"POINT (-86.3693788445901 39.5388186481363)",IN798906,Town of Brooklyn Police Dept,16 E Mill,Brooklyn,46111-0000, ,(317) 831-2138,1442, ,{82F9E2E1-4955-449C-86BC-7CC9DB4D04B1},-86.3693788445901,39.5388186481363
"POINT (-87.4482780004628 41.1462287405686)",IN798911,Newton Co. Satellite Police,10093 N 300 W,Lake Village,46349-9492, , ,1442, ,{CB5F0E62-4C06-4406-9062-E1131F5C4904},-87.4482780004628,41.1462287405686
"POINT (-86.7729209835375 39.2886489266205)",IN798916,Owen County Sheriff Dept,291 Vandalia Ave,Spencer,47460-1143, , ,1442, ,{DF3D440C-4B76-4299-84C0-888623E18A57},-86.7729209835375,39.2886489266205
"POINT (-86.7646609708877 39.2868789322782)",IN798917,Spencer Police Dept,90 N West St,Spencer,47460-1396, , ,1442, ,{B997CA55-4ABB-4A3A-9311-10E664D94B92},-86.7646609708877,39.2868789322782
"POINT (-86.6630008223617 39.3486891764963)",IN798918,Gosport Police Dept,13 S 3RD ST,Gosport,47433, , ,700, ,{E70057B9-C28C-40B8-8F22-22647D87802E},-86.6630008223617,39.3486891764963
"POINT (-86.5090593389103 41.7060400220853)",IN798933,New Carlisle Police Dept,124 E Michigan St,New Carlisle,46552-0000, , ,1442, ,{A413EAE6-281D-4044-ADD3-B75DAF67A049},-86.5090593389103,41.7060400220853
"POINT (-86.426658551553 41.5349389500039)",IN798934,North Liberty Police Dept,116 N Main St,North Liberty,46554-9218, , ,1442, ,{3E1416D4-8047-4EDE-89ED-0DC8A8140745},-86.426658551553,41.5349389500039
"POINT (-86.2532586487394 41.675979289816)",IN798935,Sheriff-Investigative Div,125 S Lafayette St.,South Bend,46601-1804, , ,1442, ,{AABD1C25-A0FD-45F5-B798-3FFD2844807A},-86.2532586487394,41.675979289816
"POINT (-86.2458395239735 41.7146297649396)",IN798936,Roseland Police Dept,200 Independence Dr,South Bend,46637-3414, , ,1442, ,{C1A40E77-E3C9-4721-9A83-3E647B61911D},-86.2458395239735,41.7146297649396
"POINT (-86.2748286953756 41.5231484687907)",IN798938,Lakeville Police Dept,209 S Michigan St,Lakeville,46536-0000, , ,1442, ,{3185E78A-A5AA-49ED-8D46-F2A8BBA897AE},-86.2748286953756,41.5231484687907
"POINT (-86.2530786481385 41.6759592897629)",IN798939,Sheriff-Civil Div,125 S Lafayette St.,South Bend,46601-1830, , ,1442, ,{340E6A31-063B-4D7D-955B-A1095DC2391F},-86.2530786481385,41.6759592897629
"POINT (-86.2716295090158 41.714059783576)",IN798940,South Bend Pinhook Park-Police,2801 Riverside Dr,South Bend,46616-2157, , ,1442, ,{2EA361E7-5E5B-40CF-BB5B-AA60F2EE4723},-86.2716295090158,41.714059783576
"POINT (-86.4835583878802 41.466819004878)",IN798941,Walkerton Police Dept,402 Michigan St,Walkerton,46574-1114, , ,1442, ,{CB375F12-F265-4404-AC71-CF0C13DDE108},-86.4835583878802,41.466819004878
"POINT (-86.3066795264638 41.6946998361522)",IN798942,Sheriff-County Police-Patrol,4817 Lincoln Way W,South Bend,46628-5525, , ,1442, ,{AD401D39-0ADB-426A-848F-8230A28A8A6D},-86.3066795264638,41.6946998361522
"POINT (-86.2433686346784 41.6752792967522)",IN798943,South Bend Police Special Crms,523 E Jefferson Blvd,South Bend,46617-2704, , ,1442, ,{661262C3-73D8-46F9-921C-5FD05E0D5168},-86.2433686346784,41.6752792967522
"POINT (-86.2544686532412 41.6656992310985)",IN798944,South Bend Police DEPT-Dare,401 W Sample St # A,South Bend,46601-2890, , ,1442, ,{CC882ECB-688D-497D-B4E3-6120481EF28F},-86.2544686532412,41.6656992310985
"POINT (-86.2591086551621 41.6654392313299)",IN798945,Police Dept-Crime Prevention,701 W Sample St,South Bend,46601-2821, , ,1442, ,{84BDA9CB-AA94-4B4E-87E0-EE278A5BE34B},-86.2591086551621,41.6654392313299
"POINT (-86.0799883037442 41.6634595360074)",IN798946,Osceola Police Dept,850 Lincoln Way W,Osceola,46561-2646, , ,1442, ,{57C56BD5-4593-4F9C-9004-228FCF438E97},-86.0799883037442,41.6634595360074
"POINT (-86.1687194525335 41.7099798291996)",IN798947,Mishawaka Police Sub Division,360 East Douglas Rd,Mishawaka, , , ,1442, ,{B880AE96-F6B7-46DD-ACD1-C48AAC4AA061},-86.1687194525335,41.7099798291996
"POINT (-85.7783457647399 39.5206189556857)",IN798949,Shelby County Sheriff Dept,107 W Taylor St,Shelbyville,46176-2028, , ,1442, ,{ADAF8697-62E1-4DAB-8649-85E702D38466},-85.7783457647399,39.5206189556857
"POINT (-85.704926006946 39.6754698330061)",IN798950,Morristown Police Dept.,230 E Main St,Morristown,46161, , ,1442, ,{CA9A3C4A-1143-41BF-855F-120A634158E5},-85.704926006946,39.6754698330061
"POINT (-85.8020465258224 40.8263389137621)",IN798955,Wabash Police Dept,1340 Manchester Ave,Wabash,46992-1615, , ,1442, ,{E9D9223A-E216-49C8-83DD-5007D0A6D094},-85.8020465258224,40.8263389137621
"POINT (-85.7199963493681 40.6732290162191)",IN798956,La Fontaine Town Marshall,22 W Branson St,La Fontaine,46940-0000, , ,1442, ,{6636890B-B812-4DBE-A862-0E29A29955B6},-85.7199963493681,40.6732290162191
"POINT (-85.7788367185747 40.9986288503568)",IN798957,North Manchester Police,709 W Main St,North Manchester,46962-1450, , ,1442, ,{FD4258CD-953D-43B9-9421-C304949A095E},-85.7788367185747,40.9986288503568
"POINT (-85.8220265109758 40.7975189309361)",IN798958,Wabash County Sheriff's Office,79 W Main St,Wabash,46992-3162, , ,1442, ,{8E926D69-99FE-430F-AB19-6D25118761D3},-85.8220265109758,40.7975189309361
"POINT (-87.2916870726509 40.2910977306314)",IN798959,Williamsport Police Dept,22 Front St,Williamsport,47993-1133, , ,1442, ,{3BB74A7F-C15E-4874-BAD7-13FC4E848920},-87.2916870726509,40.2910977306314
"POINT (-87.2937370737268 40.2879477272964)",IN798960,Warren County Sheriff,29 E 2nd St,Williamsport,47993-1146, ,765-764-4367,1442, ,{5C826D66-9BE8-4967-85BF-AE14D011DF9E},-87.2937370737268,40.2879477272964
"POINT (-87.3863572759225 40.2727876115712)",IN798961,West Lebanon Town Marshall,201 N High St,West Lebanon, , , ,1442, ,{B7FC4D02-5C7D-4BD0-8AE6-9542A148AFDB},-87.3863572759225,40.2727876115712
"POINT (-87.0413071281245 40.7600684348093)",IN798962,Wolcott Police Dept,100 W North St,Wolcott,47995-8272, , ,1442, ,{74950D84-0914-4367-BF6B-BA25549362FB},-87.0413071281245,40.7600684348093
"POINT (-86.7621772153749 40.7462683339498)",IN798963,Monticello Chief Of Police,122 W Washington St,Monticello,47960-2163, , ,1442, ,{F0997720-77D8-46A5-8D11-B72950B37FA5},-86.7621772153749,40.7462683339498
"POINT (-86.86619704111 40.6024882590558)",IN798964,Brookston Police Dept,205 E 3rd,Brookston,47923-0000, , ,1442, ,{860AC689-5A70-4555-953B-1597F281233C},-86.86619704111,40.6024882590558
"POINT (-86.8794873460073 40.8637784082464)",IN798965,Monon Police Dept,422 N Market St,Monon,47959-9799, , ,1442, ,{521923B3-105E-43BE-B362-A9815FBC472A},-86.8794873460073,40.8637784082464
"POINT (-86.7759772202067 40.7516783363944)",IN798966,White County Sheriff Records,915 Hanawalt St,Monticello,47960-1828, , ,1442, ,{22626619-BCC3-4952-8D8A-51832C920F2C},-86.7759772202067,40.7516783363944
"POINT (-85.4886163466459 41.1557096451711)",IN798968,Whitley County Sheriff,101 W Market St,Columbia City,46725-2312, , ,1442, ,{0A688166-D5C6-4F7F-9AFB-E9ECA2ADAD1C},-85.4886163466459,41.1557096451711
"POINT (-85.4901363461193 41.1563096464016)",IN798969,Columbia City Police Dept,112 S Chauncey St,Columbia City,46725-2347, , ,1442, ,{BCBD7C36-D0BA-4520-88DC-F44802E8BCC0},-85.4901363461193,41.1563096464016
